"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 05 13:01:08 GMT 2024","Fri Apr 05 13:01:11 GMT 2024","2848","","Demo API","","GET user info","","GET user info",""
"passed","Fri Apr 05 13:01:08 GMT 2024","Fri Apr 05 13:01:08 GMT 2024","132","","Demo","","ScenarioContext demo","","ScenarioContext demo",""
"passed","Fri Apr 05 13:01:08 GMT 2024","Fri Apr 05 13:01:08 GMT 2024","51","","Demo","","ScenarioContext demo","","ScenarioContext demo",""
"passed","Fri Apr 05 13:01:08 GMT 2024","Fri Apr 05 13:01:35 GMT 2024","27290","","Demo","","Empty email validation is working on Contact Us page","","Empty email validation is working on Contact Us page",""
"passed","Fri Apr 05 13:01:08 GMT 2024","Fri Apr 05 13:01:11 GMT 2024","2713","","Demo API","","GET users info","","GET users info",""
"passed","Fri Apr 05 13:01:08 GMT 2024","Fri Apr 05 13:01:11 GMT 2024","2423","","Demo API","","GET organization info","","GET organization info",""
