"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 05 12:59:41 GMT 2024","Fri Apr 05 12:59:41 GMT 2024","118","","Demo","","ScenarioContext demo","","ScenarioContext demo",""
"passed","Fri Apr 05 12:59:41 GMT 2024","Fri Apr 05 12:59:44 GMT 2024","3191","","Demo API","","GET users info","","GET users info",""
"passed","Fri Apr 05 12:59:41 GMT 2024","Fri Apr 05 12:59:44 GMT 2024","3364","","Demo API","","GET user info","","GET user info",""
"passed","Fri Apr 05 12:59:41 GMT 2024","Fri Apr 05 12:59:50 GMT 2024","9394","","Demo","","Empty email validation is working on Contact Us page","","Empty email validation is working on Contact Us page",""
"passed","Fri Apr 05 12:59:41 GMT 2024","Fri Apr 05 12:59:41 GMT 2024","51","","Demo","","ScenarioContext demo","","ScenarioContext demo",""
"passed","Fri Apr 05 12:59:41 GMT 2024","Fri Apr 05 12:59:44 GMT 2024","2888","","Demo API","","GET organization info","","GET organization info",""
