"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 18 22:13:40 GMT 2024","Mon Mar 18 22:13:40 GMT 2024","296","","Demo API","","GET users info clone","","GET users info clone",""
"passed","Mon Mar 18 22:13:40 GMT 2024","Mon Mar 18 22:13:40 GMT 2024","161","","Demo API","","GET organization info clone","","GET organization info clone",""
"passed","Mon Mar 18 22:13:37 GMT 2024","Mon Mar 18 22:13:40 GMT 2024","2683","","Demo API","","GET user info","","GET user info",""
"passed","Mon Mar 18 22:13:38 GMT 2024","Mon Mar 18 22:13:40 GMT 2024","2320","","Demo API","","GET organization info","","GET organization info",""
"passed","Mon Mar 18 22:13:40 GMT 2024","Mon Mar 18 22:13:40 GMT 2024","276","","Demo API","","GET user info clone","","GET user info clone",""
"passed","Mon Mar 18 22:13:37 GMT 2024","Mon Mar 18 22:13:37 GMT 2024","43","","Demo","","ScenarioContext demo","","ScenarioContext demo",""
"passed","Mon Mar 18 22:13:37 GMT 2024","Mon Mar 18 22:13:37 GMT 2024","117","","Demo","","ScenarioContext demo","","ScenarioContext demo",""
"passed","Mon Mar 18 22:13:38 GMT 2024","Mon Mar 18 22:13:40 GMT 2024","2484","","Demo API","","GET users info","","GET users info",""
"passed","Mon Mar 18 22:13:37 GMT 2024","Mon Mar 18 22:13:49 GMT 2024","11834","","Demo","","Empty email validation is working on Contact Us page","","Empty email validation is working on Contact Us page",""
